neighbour IDP?;neighbour code;neighbour in CSN;neighbour in SIGNOR;neighbour in ReactomeFI;neighbour disorder content;neighbour preclinical target;neighbour MCG target;target code;target in CSN;target in SIGNOR;target in ReactomeFI;target of small molecule;target of antibody;targetneighbour;target disorder content;both in CSN;both in SIGNOR;both in ReactomeFI;both in all 3;in triangle - CSN;in  triangle - SIGNOR;in  triangle - ReactomeFI;not in any triangle;no. of triangles - CSN;no. of triangles - SIGNOR;no. of triangles - ReactomeFI;no. of in cycle - CSN;no. of in  cycle - SIGNOR;no. of in  cycle - ReactomeFI;no. of in unbalanced triangle - CSN;no. of in  unbalanced triangle - SIGNOR;no. of in  unbalanced triangle - ReactomeFI;neighbour – target inhibition - CSN;target – neighbour stimulation - CSN;neighbour – target stimulation - CSN;target – neighbour inhibition - CSN;neighbour – target inhibition - SIGNOR;target – neighbour stimulation - SIGNOR;neighbour – target stimulation - SIGNOR;target – neighbour inhibition - SIGNOR;neighbour – target inhibition - ReactomeFI;target – neighbour stimulation - ReactomeFI;neighbour – target stimulation - ReactomeFI;target – neighbour inhibition - ReactomeFI;neighbour third partner - CSN;target third partner - CSN;neighbour third partner - SIGNOR;target third partner - SIGNOR;neighbour third partner - ReactomeFI;target third partner - ReactomeFI;neighbour bridgeness - CSN;neighbour betweenness - CSN;target bridgeness - CSN;target betweenness - CSN;neighbour bridgeness - SIGNOR;neighbour betweenness - SIGNOR;target bridgeness - SIGNOR;target betweenness - SIGNOR;neighbour bridgeness - ReactomeFI;neighbour betweenness - ReactomeFI;target bridgeness - ReactomeFI;target betweenness - ReactomeFI;prognostic;predisposing;diagnostic;predictive;predictive biomarker for target?
0;320;0;1;0;0;0;0;22;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.300277;6504.604944;0.075911;5572.768168;24.845034;307930.868;0;0;1.719448;104769.6459;1;0;1;1;1
0;56;0;1;0;0;0;1;22;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;6;0;0;3;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0.300277;6504.604944;2.846163;6183.362211;24.845034;307930.868;0;0;1.719448;104769.6459;1;1;1;1;1
0;330;0;1;0;0;0;0;13;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0.001371;7745.244079;3.372423;1093.283332;0.668514;195725.6435;0;0;0.942425;284291.8298;1;1;1;1;1
0;313;1;1;1;0;0;0;8;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.001298;13838.37657;0.000461;1190;86.282306;147576.106;4.913811;4164.090012;21.209909;918468.8194;0.055864;51200.13042;1;1;1;1;1
0;388;1;0;0;0;0;0;22;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.706151;1445.424072;0.300277;6504.604944;0;0;24.845034;307930.868;0;0;1.719448;104769.6459;1;0;0;0;0
0;383;0;1;0;0;0;0;13;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0.01359;5085.146067;0.668514;195725.6435;0;0;0.942425;284291.8298;1;1;1;1;0
0;341;0;1;0;0;0;0;13;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;6.644966;11794.76001;0.668514;195725.6435;0;0;0.942425;284291.8298;0;0;0;0;0
0;264;0;1;0;0;1;0;13;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0.767858;763.634222;0.668514;195725.6435;0;0;0.942425;284291.8298;1;0;1;1;0
0;323;0;1;0;0;0;0;13;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0.000005;0;0.668514;195725.6435;0;0;0.942425;284291.8298;1;0;0;0;0
0;381;0;1;0;0;0;0;13;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0.000005;0;0.668514;195725.6435;0;0;0.942425;284291.8298;1;0;0;1;0
0;398;0;1;0;0;0;0;13;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;2.07965;678.664195;0.668514;195725.6435;0;0;0.942425;284291.8298;0;0;0;0;0
0;363;0;1;0;0;0;0;13;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;6.342874;4634.737736;0.668514;195725.6435;0;0;0.942425;284291.8298;1;1;1;0;0
0;326;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4.027468;416.222215;0;0.29326;0.063186;44571.73732;0;0;0;0;0
0;281;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.027468;416.222215;0.008375;3937.167161;0.063186;44571.73732;0;0;0;0;0
0;329;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.027468;416.222215;0.003981;813.753239;0.063186;44571.73732;1;0;0;0;0
0;360;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.027468;416.222215;0.003981;813.753239;0.063186;44571.73732;0;0;0;0;0
0;332;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.027468;416.222215;0.003981;813.753239;0.063186;44571.73732;1;0;0;0;0
0;400;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.027468;416.222215;0.003981;813.753239;0.063186;44571.73732;0;0;0;0;0
0;356;0;0;1;0;1;0;13;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;15;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.132282;65820.94512;0.942425;284291.8298;1;0;0;0;0
0;357;0;0;1;0;1;0;13;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.134165;64696.73482;0.942425;284291.8298;1;0;0;0;0
0;370;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.000993;142.449074;0.055864;51200.13042;1;0;0;0;0
0;311;0;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4.027468;416.222215;0;223.91645;0.063186;44571.73732;1;1;0;1;0
0;403;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4.027468;416.222215;0;223.91645;0.063186;44571.73732;0;0;0;0;0
0;375;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.000674;59.466961;0.055864;51200.13042;1;0;0;1;0
0;371;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.022946;14983.2105;0.055864;51200.13042;1;0;0;1;0
0;372;0;0;1;0;0;0;13;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;37;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.011143;44929.76032;0.942425;284291.8298;0;0;0;0;0
0;372;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;33;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;4.027468;416.222215;0.011143;44929.76032;0.063186;44571.73732;0;0;0;0;0
0;273;0;0;1;0;1;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.000183;77.122794;0.055864;51200.13042;1;0;1;0;0
0;333;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.027468;416.222215;0.003981;813.753239;0.063186;44571.73732;1;0;1;0;0
0;286;0;0;1;0;0;0;13;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;32;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.658484;62417.2962;0.942425;284291.8298;1;0;0;0;0
0;300;0;0;1;0;0;0;13;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;21;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.011525;9405.78165;0.942425;284291.8298;0;0;0;0;0
0;359;0;0;1;0;0;0;13;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.000001;98.765211;0.942425;284291.8298;0;0;0;0;0
0;391;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.003706;1099.718127;0.055864;51200.13042;1;0;0;0;0
0;272;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.000272;426.924806;0.055864;51200.13042;1;1;1;0;0
0;396;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.001769;984.840844;0.055864;51200.13042;1;0;0;0;0
0;362;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.046004;9359.460531;0.055864;51200.13042;0;1;1;0;0
0;325;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.000112;278.181635;0.055864;51200.13042;1;0;1;0;0
0;354;0;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4.027468;416.222215;0.000229;6924.996678;0.063186;44571.73732;1;1;0;1;0
0;274;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4.027468;416.222215;0.00153;7635.628604;0.063186;44571.73732;1;0;0;0;0
0;376;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0;0.291116;0.055864;51200.13042;0;0;0;0;0
0;361;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.027468;416.222215;0;0.194405;0.063186;44571.73732;1;0;0;0;0
0;271;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;22;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.023282;8250.955752;0.055864;51200.13042;1;0;1;0;0
0;392;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;23;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.023292;8576.864594;0.055864;51200.13042;1;0;1;0;0
0;397;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.022733;8403.703378;0.055864;51200.13042;1;1;0;0;0
0;385;0;0;1;0;0;0;8;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.07206;10449.21203;0.055864;51200.13042;0;0;0;0;0
0;379;1;0;0;0;0;0;22;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64697;8189.330232;0.300277;6504.604944;0;0;24.845034;307930.868;0;0;1.719448;104769.6459;1;1;1;1;1
1;23;1;1;1;0.0107;0;1;22;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;12;0;0;4;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0.032605;20023.93887;0.300277;6504.604944;5.147888;278911.0165;24.845034;307930.868;0.213382;391241.0227;1.719448;104769.6459;1;1;1;1;1
1;27;0;1;1;0.0581;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;16;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.300277;6504.604944;0.007034;0.563147;24.845034;307930.868;0.220252;37360.07752;1.719448;104769.6459;1;1;1;1;1
1;178;1;1;1;0.1829;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0.000129;100.378172;0.300277;6504.604944;0.050618;16047.45679;24.845034;307930.868;0.013259;74.942958;1.719448;104769.6459;1;1;1;1;1
1;72;1;1;1;0.1567;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;16;28;0;4;5;0;5;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0.048112;62384.57186;0.300277;6504.604944;4.294762;996999.4336;24.845034;307930.868;2.03794;542579.0695;1.719448;104769.6459;1;1;1;1;1
1;180;1;1;1;0.3948;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;1;0;0;0;17;0;0;7;0;0;15;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.381415;9416.184313;0.217898;24527.1748;9.59049;18514.32779;8.137781;51550.04317;0.05427;42141.15383;0.009968;121479.0753;1;1;1;1;1
1;37;1;1;1;0.2926;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;1;1;0;0;9;9;0;1;0;0;3;5;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2.410452;26300.88135;0.217898;24527.1748;134.672088;401923.7896;8.137781;51550.04317;2.871288;1287261.481;0.009968;121479.0753;1;1;1;1;1
1;26;0;1;1;0.1058;0;0;76;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;33;0;0;21;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0.002912;1073.50455;22.049491;50254.39348;0.273997;17983.59937;3.770542;404892.1513;3.155329;37800.27514;1;1;1;1;1
1;101;1;1;1;0.0814;0;0;69;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;36;0;0;8;0;0;3;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0.048468;393.420513;0.011566;1201.082457;14.957761;4755.872824;110.101313;21050.30164;0.181938;121892.36;0.600493;94610.49431;1;1;1;1;1
1;36;1;1;1;0.2135;0;1;69;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;13;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0.000141;2817.465142;0.011566;1201.082457;2.023634;35011.37522;110.101313;21050.30164;0.079333;71954.5047;0.600493;94610.49431;1;1;1;1;1
1;25;1;1;1;0.3804;0;0;69;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;23;0;0;7;0;0;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000577;64.476284;0.011566;1201.082457;40.056427;105318.1388;110.101313;21050.30164;14.3138;1281551.44;0.600493;94610.49431;1;1;1;1;1
1;43;1;1;1;0.2974;0;0;69;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.723122;11165.38325;0.011566;1201.082457;3.459792;24030.4712;110.101313;21050.30164;0.20511;91969.47113;0.600493;94610.49431;1;1;1;1;1
1;62;1;1;1;0.0962;0;1;167;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.217898;24527.1748;0.006931;2004.771841;8.137781;51550.04317;0.104068;2134.262819;0.009968;121479.0753;0.000953;2143.114683;1;1;1;1;1
1;101;1;1;1;0.0814;0;0;167;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;19;0;0;3;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.048468;393.420513;0.006931;2004.771841;14.957761;4755.872824;0.104068;2134.262819;0.181938;121892.36;0.000953;2143.114683;1;1;1;1;1
1;25;1;1;1;0.3804;0;0;167;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;8;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000577;64.476284;0.006931;2004.771841;40.056427;105318.1388;0.104068;2134.262819;14.3138;1281551.44;0.000953;2143.114683;1;1;1;1;1
1;43;1;1;1;0.2974;0;0;167;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.723122;11165.38325;0.006931;2004.771841;3.459792;24030.4712;0.104068;2134.262819;0.20511;91969.47113;0.000953;2143.114683;1;1;1;1;1
1;114;0;1;1;0.1435;0;0;23;1;1;1;1;1;1;0.0107;0;1;1;0;0;0;1;0;0;0;43;0;0;12;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.032605;20023.93887;16.244252;57260.93415;5.147888;278911.0165;0.081606;126024.5751;0.213382;391241.0227;1;1;0;1;1
1;36;1;1;1;0.2135;0;1;23;1;1;1;1;1;1;0.0107;1;1;1;1;1;1;1;0;5;15;115;1;3;25;0;0;34;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;1;1;0.000141;2817.465142;0.032605;20023.93887;2.023634;35011.37522;5.147888;278911.0165;0.079333;71954.5047;0.213382;391241.0227;1;1;1;1;1
1;26;0;1;1;0.1058;0;0;23;1;1;1;1;1;1;0.0107;0;1;1;0;0;0;1;0;0;0;92;0;0;14;0;0;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.032605;20023.93887;22.049491;50254.39348;5.147888;278911.0165;3.770542;404892.1513;0.213382;391241.0227;1;1;1;1;1
1;72;1;1;1;0.1567;0;0;23;1;1;1;1;1;1;0.0107;1;1;1;1;1;1;1;0;9;24;82;4;1;9;1;5;26;0;1;1;0;0;0;1;0;0;1;1;0;1;1;1;1;1;1;0.048112;62384.57186;0.032605;20023.93887;4.294762;996999.4336;5.147888;278911.0165;2.03794;542579.0695;0.213382;391241.0227;1;1;1;1;1
1;37;1;1;1;0.2926;0;0;23;1;1;1;1;1;1;0.0107;1;1;1;1;0;0;1;0;0;0;21;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2.410452;26300.88135;0.032605;20023.93887;134.672088;401923.7896;5.147888;278911.0165;2.871288;1287261.481;0.213382;391241.0227;1;1;1;1;1
1;2;1;1;1;0.0695;0;0;36;1;1;1;1;1;1;0.2135;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000141;2817.465142;1.437343;14270.8358;2.023634;35011.37522;0.003821;36375.51264;0.079333;71954.5047;1;0;1;1;1
1;114;0;1;1;0.1435;0;0;36;1;1;1;1;1;1;0.2135;0;1;1;0;0;0;1;0;0;0;29;0;0;10;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000141;2817.465142;16.244252;57260.93415;2.023634;35011.37522;0.081606;126024.5751;0.079333;71954.5047;1;1;0;1;1
1;115;1;1;1;0.2971;0;0;36;1;1;1;1;1;1;0.2135;1;1;1;1;0;0;1;0;0;0;31;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0.184184;22018.13763;0.000141;2817.465142;130.857201;333991.4556;2.023634;35011.37522;2.64786;1098316.382;0.079333;71954.5047;1;1;1;1;1
1;23;1;1;1;0.0107;0;1;36;1;1;1;1;1;1;0.2135;1;1;1;1;1;1;1;0;5;15;115;1;3;25;0;0;34;0;1;1;0;0;1;1;0;0;0;1;0;1;0;1;0;1;1;0.032605;20023.93887;0.000141;2817.465142;5.147888;278911.0165;2.023634;35011.37522;0.213382;391241.0227;0.079333;71954.5047;1;1;1;1;1
1;212;1;1;1;0.4201;0;0;36;1;1;1;1;1;1;0.2135;1;1;1;1;0;0;1;0;0;0;35;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0.000535;1515.066759;0.000141;2817.465142;1.938789;48363.48686;2.023634;35011.37522;0.529235;239858.5312;0.079333;71954.5047;1;1;1;1;1
1;25;1;1;1;0.3804;0;0;36;1;1;1;1;1;1;0.2135;1;1;1;1;0;0;1;0;0;0;27;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0.000577;64.476284;0.000141;2817.465142;40.056427;105318.1388;2.023634;35011.37522;14.3138;1281551.44;0.079333;71954.5047;1;1;1;1;1
1;72;1;1;1;0.1567;0;0;36;1;1;1;1;1;1;0.2135;1;1;1;1;1;0;1;0;3;0;60;1;0;7;0;0;17;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;0.048112;62384.57186;0.000141;2817.465142;4.294762;996999.4336;2.023634;35011.37522;2.03794;542579.0695;0.079333;71954.5047;1;1;1;1;1
1;37;1;1;1;0.2926;0;0;36;1;1;1;1;1;1;0.2135;1;1;1;1;0;0;1;0;0;0;21;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2.410452;26300.88135;0.000141;2817.465142;134.672088;401923.7896;2.023634;35011.37522;2.871288;1287261.481;0.079333;71954.5047;1;1;1;1;1
1;221;1;1;1;0.251;0;0;196;1;1;1;1;0;1;0.2199;1;1;1;1;0;0;1;0;0;0;16;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1.582649;19243.59186;0.000001;0;19.843666;34622.83584;1.167222;30330.08279;0.817987;215443.1742;0.539564;140664.3919;1;1;1;1;1
1;221;1;1;1;0.251;0;0;220;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;17;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1.582649;19243.59186;0;0;19.843666;34622.83584;6.890054;4086.127135;0.817987;215443.1742;0.411088;177848.8753;1;1;1;1;1
1;25;1;1;1;0.3804;0;0;220;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;69;0;0;15;0;0;9;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0.000577;64.476284;0;0;40.056427;105318.1388;6.890054;4086.127135;14.3138;1281551.44;0.411088;177848.8753;1;1;1;1;1
1;221;1;1;1;0.251;0;0;8;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;19;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1.582649;19243.59186;0.000461;1190;19.843666;34622.83584;4.913811;4164.090012;0.817987;215443.1742;0.055864;51200.13042;1;1;1;1;1
