neighbour IDP?;neighbour code;neighbour in CSN;neighbour in SIGNOR;neighbour in ReactomeFI;neighbour disorder content;neighbour preclinical target;neighbour MCG target;target code;target in CSN;target in SIGNOR;target in ReactomeFI;target of small molecule;target of antibody;targetneighbour;target disorder content;both in CSN;both in SIGNOR;both in ReactomeFI;both in all 3;in triangle - CSN;in  triangle - SIGNOR;in  triangle - ReactomeFI;not in any triangle;no. of triangles - CSN;no. of triangles - SIGNOR;no. of triangles - ReactomeFI;no. of in cycle - CSN;no. of in  cycle - SIGNOR;no. of in  cycle - ReactomeFI;no. of in unbalanced triangle - CSN;no. of in  unbalanced triangle - SIGNOR;no. of in  unbalanced triangle - ReactomeFI;neighbour – target inhibition - CSN;target – neighbour stimulation - CSN;neighbour – target stimulation - CSN;target – neighbour inhibition - CSN;neighbour – target inhibition - SIGNOR;target – neighbour stimulation - SIGNOR;neighbour – target stimulation - SIGNOR;target – neighbour inhibition - SIGNOR;neighbour – target inhibition - ReactomeFI;target – neighbour stimulation - ReactomeFI;neighbour – target stimulation - ReactomeFI;target – neighbour inhibition - ReactomeFI;neighbour third partner - CSN;target third partner - CSN;neighbour third partner - SIGNOR;target third partner - SIGNOR;neighbour third partner - ReactomeFI;target third partner - ReactomeFI;neighbour bridgeness - CSN;neighbour betweenness - CSN;target bridgeness - CSN;target betweenness - CSN;neighbour bridgeness - SIGNOR;neighbour betweenness - SIGNOR;target bridgeness - SIGNOR;target betweenness - SIGNOR;neighbour bridgeness - ReactomeFI;neighbour betweenness - ReactomeFI;target bridgeness - ReactomeFI;target betweenness - ReactomeFI;prognostic;predisposing;diagnostic;predictive
1;153;1;1;1;0.1106;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.2916;14633.123;0.300277;6504.604944;13.233115;51356.37315;24.845034;307930.868;0.015888;19047.1605;1.719448;104769.6459;1;1;1;0
1;78;1;1;1;0.027;0;1;22;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.000013;8.005083;0.300277;6504.604944;0.229134;790.841148;24.845034;307930.868;0.001291;1238.811485;1.719448;104769.6459;1;0;1;1
1;133;0;1;1;1;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;1;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0.300277;6504.604944;38.650917;80322.10555;24.845034;307930.868;0.259443;69466.68237;1.719448;104769.6459;1;1;1;1
1;132;1;1;1;0.3783;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;5;8;0;1;1;0;1;;0;0;1;1;0;0;0;1;0;1;1;0;0;0;1;1;1;1;0.003038;508.292333;0.300277;6504.604944;42.873064;3929.696271;24.845034;307930.868;0.009519;17079.95886;1.719448;104769.6459;1;1;1;0
1;115;1;1;1;0.2971;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;9;0;0;2;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.184184;22018.13763;0.300277;6504.604944;130.857201;333991.4556;24.845034;307930.868;2.64786;1098316.382;1.719448;104769.6459;1;1;1;1
1;182;1;1;1;0.0688;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;17;0;0;7;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.015497;3109.02903;0.300277;6504.604944;3.429912;78503.01088;24.845034;307930.868;127.115487;3442580.642;1.719448;104769.6459;1;1;1;1
1;30;1;1;1;0.3546;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;3;0;0;0;0;0;1;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;4.59119;7997.306718;0.300277;6504.604944;3.685725;125349.5371;24.845034;307930.868;13.246918;763046.3714;1.719448;104769.6459;1;1;1;1
1;53;1;1;1;0.1483;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;19;0;0;6;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000363;2808.150597;0.300277;6504.604944;8.758269;16438.24326;24.845034;307930.868;0.13912;44637.15365;1.719448;104769.6459;1;0;1;0
1;42;1;1;1;0.0707;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;19;0;0;9;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.005456;4827.088831;0.300277;6504.604944;43.660291;89550.06219;24.845034;307930.868;0.159454;95399.07464;1.719448;104769.6459;1;0;1;1
1;47;1;1;1;0.1211;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;23;0;0;6;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000735;1510.02932;0.300277;6504.604944;29.131761;27720.7776;24.845034;307930.868;0.328734;131827.0082;1.719448;104769.6459;1;0;1;0
1;146;1;1;1;0.1287;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;6;0;0;2;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.270653;2209.058127;0.300277;6504.604944;28.83372;3680.188432;24.845034;307930.868;0.03441;66143.60146;1.719448;104769.6459;1;0;0;0
1;168;1;1;1;0.2424;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;4;4;0;0;0;0;1;;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0.159884;4116.398554;0.300277;6504.604944;6.575447;48222.20702;24.845034;307930.868;2.21557;81517.46943;1.719448;104769.6459;1;1;1;1
1;80;0;1;1;0.012;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0.300277;6504.604944;1.30053;4556.216588;24.845034;307930.868;0.468877;166379.2021;1.719448;104769.6459;1;1;1;1
1;83;1;1;1;0.1326;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;3;0;0;2;0;0;2;;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0.001654;737.562955;0.300277;6504.604944;0.064959;2339.957329;24.845034;307930.868;0.043965;14005.56908;1.719448;104769.6459;1;0;0;0
1;149;1;1;1;0.0299;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;2;0;0;0;0;0;2;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0.003197;0;0.300277;6504.604944;21.926254;166617.7705;24.845034;307930.868;2.885595;559622.5287;1.719448;104769.6459;1;0;1;1
1;119;0;1;1;0.5921;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;1;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.300277;6504.604944;0.638492;44302.28285;24.845034;307930.868;0.837715;90129.15804;1.719448;104769.6459;1;1;1;1
1;11;0;1;1;0.1613;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.300277;6504.604944;2.715196;27227.64488;24.845034;307930.868;1.741187;54405.44012;1.719448;104769.6459;1;1;1;0
1;129;0;1;1;0.055;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.300277;6504.604944;0.000032;0;24.845034;307930.868;0.000031;128.408849;1.719448;104769.6459;1;1;0;1
1;43;1;1;1;0.2974;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;2;0;0;2;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.723122;11165.38325;0.300277;6504.604944;3.459792;24030.4712;24.845034;307930.868;0.20511;91969.47113;1.719448;104769.6459;1;1;1;1
1;214;0;1;1;1;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.300277;6504.604944;0.00003;0;24.845034;307930.868;0;0;1.719448;104769.6459;1;0;1;0
1;110;1;1;1;0.0703;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;12;0;0;2;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.025377;20673.27086;0.300277;6504.604944;99.554448;69869.81168;24.845034;307930.868;0.046798;120532.0675;1.719448;104769.6459;1;1;0;0
1;181;1;1;1;0.12;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;12;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.00238;554.822061;0.300277;6504.604944;0.361637;13196.46812;24.845034;307930.868;0.441463;78035.84905;1.719448;104769.6459;1;0;1;0
1;126;1;1;1;0.0547;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;9;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.001093;8189.64431;0.300277;6504.604944;0.427705;53825.97964;24.845034;307930.868;4.501751;2580999.429;1.719448;104769.6459;1;1;1;1
1;187;0;1;1;0.2322;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.300277;6504.604944;8.025571;16555.39019;24.845034;307930.868;0.002932;24204.32519;1.719448;104769.6459;1;1;1;0
1;68;0;1;1;0.4;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.300277;6504.604944;0.290471;4446.507496;24.845034;307930.868;0.000813;1142.004413;1.719448;104769.6459;1;0;1;1
1;185;1;1;1;0.0142;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003019;137.396846;0.300277;6504.604944;1.606239;22459.51145;24.845034;307930.868;0.001099;736.537337;1.719448;104769.6459;1;1;1;1
1;7;1;1;1;0.0252;0;0;22;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;3;3;0;0;2;0;1;;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0.000231;89.907543;0.300277;6504.604944;0.816005;34059.76705;24.845034;307930.868;0.085282;28852.56496;1.719448;104769.6459;1;1;1;1
1;198;0;1;1;0.0203;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.300277;6504.604944;0.00648;295.949888;24.845034;307930.868;0.576288;2373.537405;1.719448;104769.6459;1;1;1;1
1;135;0;1;1;0.2421;0;0;22;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.300277;6504.604944;60.230176;50324.33732;24.845034;307930.868;0.044931;67710.88775;1.719448;104769.6459;1;1;1;1
1;26;0;1;1;0.1058;0;0;250;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;14;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;22.049491;50254.39348;8.544817;6810.10383;3.770542;404892.1513;0.000638;915.891469;1;1;1;1
1;106;1;1;1;0.0414;0;0;250;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;9;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000215;762.399806;0;0;109.596942;48738.69735;8.544817;6810.10383;0.226718;152814.2476;0.000638;915.891469;1;1;1;0
1;95;0;1;1;0.3333;0;0;250;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;2;0;0;2;0;0;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.018615;0;8.544817;6810.10383;0.000971;7901.457422;0.000638;915.891469;1;0;1;0
1;110;1;1;1;0.0703;0;0;250;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.025377;20673.27086;0;0;99.554448;69869.81168;8.544817;6810.10383;0.046798;120532.0675;0.000638;915.891469;1;1;0;0
1;114;0;1;1;0.1435;0;0;62;1;1;1;1;0;1;0.0962;0;1;1;0;0;0;1;0;0;0;46;0;0;7;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.217898;24527.1748;16.244252;57260.93415;8.137781;51550.04317;0.081606;126024.5751;0.009968;121479.0753;1;1;0;1
1;211;1;1;1;0.1659;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;1;1;1;0;8;3;6;2;0;1;4;0;;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0.125309;713.613497;0.217898;24527.1748;7.603247;6524.552015;8.137781;51550.04317;0.000103;6692.220506;0.009968;121479.0753;1;1;1;1
1;179;1;1;1;0.1823;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;1;0;1;0;13;0;17;6;0;2;4;0;;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0.378453;21031.78057;0.217898;24527.1748;0.279094;30076.92994;8.137781;51550.04317;0.003775;42186.22344;0.009968;121479.0753;1;1;1;1
1;199;0;1;1;0.3333;0;0;62;1;1;1;1;0;1;0.0962;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0.217898;24527.1748;2.854064;15397.94216;8.137781;51550.04317;0.015107;36866.86863;0.009968;121479.0753;1;1;1;1
1;154;1;1;1;0.2462;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;1;0;1;0;7;0;16;1;0;2;2;0;;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0.235386;10605.13745;0.217898;24527.1748;7.031298;7767.49347;8.137781;51550.04317;11.04158;19870.78588;0.009968;121479.0753;0;0;0;0
1;121;1;1;1;0.832;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;14;0;0;7;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000475;1190;0.217898;24527.1748;2.251902;38371.25708;8.137781;51550.04317;1.851938;468938.3582;0.009968;121479.0753;1;1;1;1
1;153;1;1;1;0.1106;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;5;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.2916;14633.123;0.217898;24527.1748;13.233115;51356.37315;8.137781;51550.04317;0.015888;19047.1605;0.009968;121479.0753;1;1;1;0
1;81;1;1;1;0.176;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;20;0;0;7;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.038062;16355.0587;0.217898;24527.1748;10.640448;73524.1199;8.137781;51550.04317;4.180222;445994.8312;0.009968;121479.0753;1;1;1;1
1;221;1;1;1;0.251;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;25;0;0;8;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1.582649;19243.59186;0.217898;24527.1748;19.843666;34622.83584;8.137781;51550.04317;0.817987;215443.1742;0.009968;121479.0753;1;1;1;1
1;236;1;1;1;0.0628;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;2;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.019013;1086.182351;0.217898;24527.1748;12.132377;4900.989321;8.137781;51550.04317;0.00011;115.22598;0.009968;121479.0753;1;0;1;1
1;182;1;1;1;0.0688;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;39;0;0;19;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.015497;3109.02903;0.217898;24527.1748;3.429912;78503.01088;8.137781;51550.04317;127.115487;3442580.642;0.009968;121479.0753;1;1;1;1
1;30;1;1;1;0.3546;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;20;0;0;11;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.59119;7997.306718;0.217898;24527.1748;3.685725;125349.5371;8.137781;51550.04317;13.246918;763046.3714;0.009968;121479.0753;1;1;1;1
1;219;1;1;1;0.1943;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;13;0;0;6;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.098214;0;0.217898;24527.1748;0.000003;0;8.137781;51550.04317;0.101657;97127.03661;0.009968;121479.0753;1;1;1;1
1;75;1;1;1;0.0975;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;12;0;0;6;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3.941643;1190;0.217898;24527.1748;16.681399;20787.76744;8.137781;51550.04317;8.196901;252721.3081;0.009968;121479.0753;1;0;1;1
1;212;1;1;1;0.4201;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;9;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000535;1515.066759;0.217898;24527.1748;1.938789;48363.48686;8.137781;51550.04317;0.529235;239858.5312;0.009968;121479.0753;1;1;1;1
1;158;0;1;1;0.9313;0;0;62;1;1;1;1;0;1;0.0962;0;1;1;0;0;0;1;0;0;0;14;0;0;4;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.217898;24527.1748;42.82717;22158.55281;8.137781;51550.04317;1.299234;322311.6447;0.009968;121479.0753;1;0;0;0
1;234;1;0;1;0.0136;0;0;62;1;1;1;1;0;1;0.0962;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.000006;0;0.217898;24527.1748;0;0;8.137781;51550.04317;0.00003;21.909641;0.009968;121479.0753;1;1;1;0
1;119;0;1;1;0.5921;0;0;62;1;1;1;1;0;1;0.0962;0;1;1;0;0;0;1;0;0;0;5;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.217898;24527.1748;0.638492;44302.28285;8.137781;51550.04317;0.837715;90129.15804;0.009968;121479.0753;1;1;1;1
1;175;1;1;1;0.225;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;37;0;0;13;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000117;844.720344;0.217898;24527.1748;34.74453;96531.58011;8.137781;51550.04317;0.697665;434783.3153;0.009968;121479.0753;1;0;1;1
1;87;1;1;1;0.1331;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;1;0;0;0;2;0;0;1;0;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.001798;1283.186096;0.217898;24527.1748;0.000006;0;8.137781;51550.04317;0.020455;4307.834285;0.009968;121479.0753;1;0;0;0
1;21;1;1;1;0.1688;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;7;0;0;2;0;0;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0.000006;2740.634263;0.217898;24527.1748;12.472625;11729.73677;8.137781;51550.04317;0.287792;354522.3895;0.009968;121479.0753;1;1;1;1
1;126;1;1;1;0.0547;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;33;0;0;8;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.001093;8189.64431;0.217898;24527.1748;0.427705;53825.97964;8.137781;51550.04317;4.501751;2580999.429;0.009968;121479.0753;1;1;1;1
1;147;1;1;1;0.0623;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;13;0;0;10;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000086;1608.898984;0.217898;24527.1748;0.018481;1587.78344;8.137781;51550.04317;1.076275;533197.2942;0.009968;121479.0753;1;0;1;0
1;127;1;1;1;0.0378;0;0;62;1;1;1;1;0;1;0.0962;1;1;1;1;0;0;1;0;0;0;9;0;0;2;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000003;0;0.217898;24527.1748;3.785992;7670.322135;8.137781;51550.04317;0.065352;9005.880139;0.009968;121479.0753;1;1;1;1
1;114;0;1;1;0.1435;0;0;76;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002912;1073.50455;16.244252;57260.93415;0.273997;17983.59937;0.081606;126024.5751;3.155329;37800.27514;1;1;0;1
1;139;1;1;1;0.1976;0;0;76;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;7;0;0;4;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;5.059413;11931.90683;0.002912;1073.50455;21.750892;565925.5943;0.273997;17983.59937;1.398797;192296.9613;3.155329;37800.27514;1;0;0;1
1;131;1;1;1;0.2155;0;0;76;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;6;0;0;3;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.242056;10093.61777;0.002912;1073.50455;24.984204;10607.21588;0.273997;17983.59937;0.303966;11866.50181;3.155329;37800.27514;1;1;0;0
1;146;1;1;1;0.1287;0;0;76;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;5;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.270653;2209.058127;0.002912;1073.50455;28.83372;3680.188432;0.273997;17983.59937;0.03441;66143.60146;3.155329;37800.27514;1;0;0;0
1;19;0;1;1;0.1015;0;0;76;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;3;0;0;3;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.002912;1073.50455;14.012582;5333.863746;0.273997;17983.59937;0.067168;1253.363994;3.155329;37800.27514;1;1;1;1
1;194;1;1;1;0.0736;1;0;76;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;11;0;0;5;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000007;63.715656;0.002912;1073.50455;4.469083;18812.23757;0.273997;17983.59937;0.000208;1753.694259;3.155329;37800.27514;1;1;1;1
1;148;1;1;1;0.2585;0;0;76;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;5;0;0;4;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000002;0;0.002912;1073.50455;22.933391;802.283431;0.273997;17983.59937;0.021073;3232.373956;3.155329;37800.27514;1;0;0;0
1;32;1;1;1;0.0293;0;1;76;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;52;0;0;32;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0.048995;14008.53255;0.002912;1073.50455;5.827592;86734.95195;0.273997;17983.59937;0.224211;84013.94301;3.155329;37800.27514;1;1;1;1
1;60;1;0;1;0.0601;0;0;76;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.000028;115.997062;0.002912;1073.50455;0;0;0.273997;17983.59937;0.000004;5.250968;3.155329;37800.27514;1;0;0;0
1;216;1;1;1;0.1009;0;0;177;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;80;0;0;20;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0.000017;97.535544;0.000101;241.087343;0.000463;59.904823;62.859935;13201.72939;0.014922;11255.81685;0.03038;35918.60171;1;1;1;1
1;71;0;1;1;0.2699;0;0;177;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;78;0;0;6;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0.000101;241.087343;0.00653;50.881383;62.859935;13201.72939;0.035598;10299.2545;0.03038;35918.60171;1;1;1;0
1;124;0;1;1;0.214;0;0;177;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;78;0;0;7;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0.000101;241.087343;0.00653;50.881383;62.859935;13201.72939;0.036405;20428.77642;0.03038;35918.60171;1;0;1;0
1;112;0;0;1;0.2442;0;0;177;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;23;0;0;4;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000101;241.087343;0;0;62.859935;13201.72939;0.000376;2032.974736;0.03038;35918.60171;1;0;0;0
1;24;1;1;1;0.4342;0;0;177;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;15;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.004661;665.706536;0.000101;241.087343;4.785708;14630.7023;62.859935;13201.72939;2.866048;829111.1553;0.03038;35918.60171;1;1;1;0
1;26;0;1;1;0.1058;0;0;177;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;31;0;0;6;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000101;241.087343;22.049491;50254.39348;62.859935;13201.72939;3.770542;404892.1513;0.03038;35918.60171;1;1;1;1
1;259;1;1;1;0.4057;0;0;177;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;4;0;0;2;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.001966;61.106052;0.000101;241.087343;4.480128;4089.691933;62.859935;13201.72939;0.511497;46738.7947;0.03038;35918.60171;1;0;0;0
1;9;1;1;1;0.7863;0;0;177;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;117;0;0;22;0;0;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0.000007;5.868289;0.000101;241.087343;10.818755;4276.135059;62.859935;13201.72939;0.007143;45646.07036;0.03038;35918.60171;1;0;1;0
1;42;1;1;1;0.0707;0;0;177;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;35;0;0;7;0;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.005456;4827.088831;0.000101;241.087343;43.660291;89550.06219;62.859935;13201.72939;0.159454;95399.07464;0.03038;35918.60171;1;0;1;1
